CourseID,CourseName,Unit,ReviewNumber,AvgStar,Level,Results
Communicate Effectively about Ethical Challenges in Data-Driven Technologies,Communicate Effectively about Ethical Challenges in Data-Driven Technologies,CertNexus,73,4.4,Beginner level,"Develop inclusive strategies to clearly communicate the business impacts of ethical risks to diverse stakeholders.
Design communication strategies that are diverse, equitable, and inclusive.
Design a crisis communication plan to manage internal and external stakeholders during an ethical controversy.
"
Artificial Intelligence Algorithms Models and Limitations,Artificial Intelligence Algorithms Models and Limitations,LearnQuest,217,4.6,Beginner level,
Artificial Intelligence Ethics in Action,Artificial Intelligence Ethics in Action,LearnQuest,79,4.6,Intermediate level,
Machine Learning Pipelines with Azure ML Studio,Machine Learning Pipelines with Azure ML Studio,Coursera Project Network,747,4.6,Beginner level,"Pre-process data using appropriate modules
Train and evaluate a boosted decision tree model on Azure ML Studio
Create scoring and predictive experiments
Deploy the trained model as an Azure web service
"
SQL for Data Science with R,SQL for Data Science with R,IBM,121,4.3,Beginner level,"Create and access a database instance on the cloud
Compose and execute basic SQL statements - SELECT, INSERT, UPDATE, DELETE, CREATE, DROP
Construct SQL statements to filter, sort, group results, use built-in functions, compose nested queries, access multiple tables
Analyze data from Jupyter using R and SQL by combining SQL and R skills to query real-world datasets
"
"Cluster Analysis, Association Mining, and Model Evaluation","Cluster Analysis, Association Mining, and Model Evaluation","University of California, Irvine",35,4.5,Intermediate level,"Cluster analysis and segmentation
Collaborative filtering and market basket analysis
Applications of classification- and regression-type prediction models
"
Deep Learning with PyTorch : Image Segmentation,Deep Learning with PyTorch : Image Segmentation,Coursera Project Network,161,4.4,Intermediate level,"Use U-Net architecture for segmentation
Create train function and evaluator for training loop
"
Clean and analyze social media usage data with Python,Clean and analyze social media usage data with Python,Coursera Project Network,0,0,Intermediate level,"Increase client reach and engagement
Gain valuable insights that will help improve social media performance
Achieve their social media goals and provide data-driven recommendations
"
Working with BigQuery,Working with BigQuery,Coursera Project Network,198,4.3,Beginner level,"Write Queries to analyze big data
Visualize query results with data studio
save, create report and share your work
"
Fundamentals of Data Visualization,Fundamentals of Data Visualization,University of Colorado Boulder,23,4.7,Intermediate level,"Develop a toolkit for exploring and communicating complex data using visualization
Produce basic data visualizations using a chosen dataset
Compare methods for visualizing data and understand how these methods may guide users towards different conclusions
Evaluate how effectively a visualization conveys target data
"
Analyze Data in a Model Car Database with MySQL Workbench,Analyze Data in a Model Car Database with MySQL Workbench,Coursera Project Network,0,0,Intermediate level," Explore products currently in inventory
Determine important factors that may influence inventory reorganization/reduction
Provide analytic insights and data-driven recommendations
"
Understanding Deepfakes with Keras,Understanding Deepfakes with Keras,Coursera Project Network,159,4.4,Advanced level,"Implement a Deep Convolutional Generative Adversarial Network (DCGAN).
Train a DCGAN to synthesize realistic looking images.
"
Data Mining Methods,Data Mining Methods,University of Colorado Boulder,17,3.9,Intermediate level,"Identify the core functionalities of data modeling in the data mining pipeline
Apply techniques that can be used to accomplish the core functionalities of data modeling and explain how they work. 
Evaluate data modeling techniques, determine which is most suitable for a particular task, and identify potential improvements.
"
Exploratory Data Analysis With Python and Pandas,Exploratory Data Analysis With Python and Pandas,Coursera Project Network,403,4.5,Beginner level,"Apply practical Exploratory Data Analysis (EDA) techniques on any tabular dataset using Python packages such as Pandas and Numpy.
Produce data visualizations using Seaborn and Matplotlib
"
Scrape and analyze data analyst job requirements with Python,Scrape and analyze data analyst job requirements with Python,Coursera Project Network,0,0,Intermediate level,"Increase the efficiency of job vacancy sourcing
Improve the quality of job vacancy sourcing 
Gain a competitive advantage
"
Predictive Modeling with Logistic Regression using SAS,Predictive Modeling with Logistic Regression using SAS,SAS,52,4.6,Intermediate level,
Interpretable Machine Learning Applications: Part 1,Interpretable Machine Learning Applications: Part 1,Coursera Project Network,24,4.3,Beginner level,"How to select and compare different prediction models (classification regressors) for a real world dataset (FIFA 2018 Soccer World Cup Statistics). 
How to extract the most important features, which impact the classifiers, in a model-agnostic approach, together with caveats.
How to get an insight into the way values of the most important features impact the predictions made by the classifiers.
"
Build and deploy a stroke prediction model using R,Build and deploy a stroke prediction model using R,Coursera Project Network,0,0,Intermediate level,"Explore the dataset to identify the most important patient and/or clinical characteristics
Build a well-validated stroke prediction model for clinical use
Deploy the model to enhance the organization's clinical decision-making
"
Unsupervised Algorithms in Machine Learning,Unsupervised Algorithms in Machine Learning,University of Colorado Boulder,0,0,Intermediate level,"Explain what unsupervised learning is, and list methods used in unsupervised learning.
List and explain algorithms for various matrix factorization methods, and what each is used for.
List and explain algorithms for various matrix factorization methods, and what each is used for.
"
Using Descriptive Statistics to Analyze Data in R,Using Descriptive Statistics to Analyze Data in R,Coursera Project Network,90,4.6,Beginner level,"Learn how to calculate descriptive statistical metrics in order to describe a dataset in basic R  
Create a data quality report file (exported to Excel in CSV format) from a dataset loaded in R  
"
Understanding and Applying Text Embeddings,Understanding and Applying Text Embeddings,DeepLearning.AI,28,4.8,Beginner level,"Apply text embeddings for tasks such as classification, clustering, and outlier detection.
Modify the text generation behavior of an LLM by adjusting the parameters temperature, top-k, and top-p.
Apply the open source ScaNN (Scalable Nearest Neighbors) library for efficient semantic search.
"
